Metro,Date,Days_on_Market,Income_Needed,Inventory,Market_Temp,New_Construction,Sales_Count,ZHVF_Growth,ZHVI,ZHVI_State,ZORF_Growth,ZORI
"Naples, FL",2012-01-31,,52836.04560110825,,,,,,230771.37648396194,,,
"Naples, FL",2012-02-29,,52620.13705157725,,,,,,230364.5328394561,,,
"Naples, FL",2012-03-31,,52665.65215319521,,,,,,229380.0186546333,,,
"Naples, FL",2012-04-30,,52228.394946340035,,,,,,228258.76107181664,,,
"Naples, FL",2012-05-31,,51665.15432210581,,,,,,227923.6086139369,,,
"Naples, FL",2012-06-30,,51250.05665471341,,,,,,228565.1099533514,,,
"Naples, FL",2012-07-31,,50927.80405635185,,,,,,229600.72909906876,,,
"Naples, FL",2012-08-31,,51400.11796273494,,,,,,230832.83609062165,,,
"Naples, FL",2012-09-30,,51136.008698066384,,,,,,231606.34437315658,,,
"Naples, FL",2012-10-31,,50831.6043350337,,,,,,232394.9503261308,,,
"Naples, FL",2012-11-30,,50938.44123350196,,,,,,233521.25010623617,,,
"Naples, FL",2012-12-31,,51383.00684300284,,,,,,235935.75560399206,,,
"Naples, FL",2013-01-31,,51636.75370680874,,,,,,238299.8269235091,,,
"Naples, FL",2013-02-28,,52548.94236794533,,,,,,240358.59912348873,,,
"Naples, FL",2013-03-31,,53010.921278473885,,,,,,241952.65988274672,,,
"Naples, FL",2013-04-30,,52840.1545689463,,,,,,243700.59425994984,,,
"Naples, FL",2013-05-31,,53682.19093116654,,,,,,245953.71283129192,,,
"Naples, FL",2013-06-30,,56591.84785336558,,,,,,248452.43565725753,,,
"Naples, FL",2013-07-31,,58531.25067663122,,,,,,251053.51374582152,,,
"Naples, FL",2013-08-31,,59502.30031261895,,,,,,253750.4499227079,,,
"Naples, FL",2013-09-30,,60231.44489418269,,,,,,256452.94436210455,,,
"Naples, FL",2013-10-31,,59403.10861393071,,,,,,259459.37491666278,,,
"Naples, FL",2013-11-30,,60260.02322351912,,,,,,262151.00434322696,,,
"Naples, FL",2013-12-31,,61909.843675685224,,,,,,265268.36858273344,,,
"Naples, FL",2014-01-31,,62914.05646740127,,,,,,268059.9269984966,,,
"Naples, FL",2014-02-28,,62808.25552819045,,,,,,270703.8692227274,,,
"Naples, FL",2014-03-31,,63368.02513068165,,,,,,272398.524917152,,,
"Naples, FL",2014-04-30,,63683.37588028456,,,,,,274019.4880800731,,,
"Naples, FL",2014-05-31,,63342.72384658021,,,,,,275987.53710846603,,,
"Naples, FL",2014-06-30,,63644.661598277926,,,,,,278192.86010212573,,,
"Naples, FL",2014-07-31,,63936.01346011102,,,,,,280453.50668841,,,
"Naples, FL",2014-08-31,,64332.16884443209,,,,,,282813.2469826562,,,
"Naples, FL",2014-09-30,,65037.44917482614,,,,,,285068.472992844,,,
"Naples, FL",2014-10-31,,64858.018908918726,,,,,,287523.57260987035,,,
"Naples, FL",2014-11-30,,65246.76962638204,,,,,,290506.1105169772,,,
"Naples, FL",2014-12-31,,65295.32909870371,,,,,,294379.1651094815,,,
"Naples, FL",2015-01-31,,64585.95387486428,,,,,,298292.12158209324,,,1415.8012899257403
"Naples, FL",2015-02-28,,65406.58577170182,,,,,,301438.7052927438,,,1409.6699399058564
"Naples, FL",2015-03-31,,66195.26347839054,,,,,,303821.43453557685,,,1409.4054915781724
"Naples, FL",2015-04-30,,66057.98326937504,,,,,,305923.05921732134,,,1404.0054139322353
"Naples, FL",2015-05-31,,67456.34553596056,,,,,,308312.3178569571,,,1387.0940803997514
"Naples, FL",2015-06-30,,68800.04282723027,,,,,,311039.39136993466,,,1391.6297174303065
"Naples, FL",2015-07-31,,69840.65300275432,,,,,,314482.93401366693,,,1386.9417256282156
"Naples, FL",2015-08-31,,69775.36180482656,,,,,,318402.2472843006,,,1402.165156965312
"Naples, FL",2015-09-30,,70449.91863398651,,,,,,322380.03168182244,,,1416.8516661805866
"Naples, FL",2015-10-31,,70587.49224347399,,,,,,326026.9972937629,,,1464.9773986539924
"Naples, FL",2015-11-30,,72105.87239593062,,,,,,329386.8951961266,,,1497.1225766964135
"Naples, FL",2015-12-31,,72832.45951032836,,,,,,332495.6915349953,,,1511.4847233167036
"Naples, FL",2016-01-31,,72754.77368599076,,,,,,335328.2711164102,,,1501.5050897273663
"Naples, FL",2016-02-29,,71904.1232278305,,,,,,337735.23371195584,,,1499.107777628052
"Naples, FL",2016-03-31,,72455.26169043042,,,,,,339608.3298342893,,,1499.8818015048134
"Naples, FL",2016-04-30,,72174.26097873616,,,,,,341081.58616698324,,,1488.1212796545174
"Naples, FL",2016-05-31,,72287.51019922394,,,,,,341922.8699145111,,,1461.04825760095
"Naples, FL",2016-06-30,,72206.17618753022,,,,,,342615.2658294244,,,1441.720424409471
"Naples, FL",2016-07-31,,71546.21320597111,,,,,,343323.79363786493,,,1433.6770563239722
"Naples, FL",2016-08-31,,71669.21550051682,,,,,,344151.69194079767,,,1451.7365593804298
"Naples, FL",2016-09-30,,71971.55534707985,,,,,,344954.3033088276,,,1466.984887251852
"Naples, FL",2016-10-31,,72281.95387547366,,,,,,346286.99492159655,,,1492.4933024802933
"Naples, FL",2016-11-30,,74308.57924390197,,,,,,347102.59826268285,,,1520.5657012539243
"Naples, FL",2016-12-31,,77120.16664450092,,,,,,347476.33351659845,,,1533.1611875477242
"Naples, FL",2017-01-31,,76821.88088703227,,,,,,346688.9917144145,,,1536.1532750342583
"Naples, FL",2017-02-28,,76842.53768643731,,,,,,346236.6436814447,,,1523.746359059022
"Naples, FL",2017-03-31,,77001.54349024173,,,,,,346119.19551932486,,,1525.4369166124554
"Naples, FL",2017-04-30,,76071.43043443364,,,,,,346334.20817377936,,,1525.2906911903212
"Naples, FL",2017-05-31,,75719.62525366411,,,,,,345696.6860548444,,,1516.8652690867307
"Naples, FL",2017-06-30,,74895.32458511252,,,,,,344939.16487795446,,,1515.1966191347447
"Naples, FL",2017-07-31,,75171.13645937633,,,,,,344153.55069647566,,,1517.0897798029382
"Naples, FL",2017-08-31,,74753.73198765096,,,,,,344516.51552615606,,,1525.2552724029997
"Naples, FL",2017-09-30,,74437.95699456251,,,,,,344993.50590555003,,,1513.7585629315388
"Naples, FL",2017-10-31,,75275.511019116,,,,,,346047.6475026959,,,1518.7246680927165
"Naples, FL",2017-11-30,,75593.31125231135,,,,,,346469.7035382846,,,1539.8015798297774
"Naples, FL",2017-12-31,,75881.87274952643,,,,,,346707.4097721648,,,1572.7235754780809
"Naples, FL",2018-01-31,,75647.88569581242,,29.0,237.0,,,346024.2491449906,,,1582.0838895681584
"Naples, FL",2018-02-28,,77502.4974704127,,29.0,194.0,,,345394.966624443,,,1587.4296993471628
"Naples, FL",2018-03-31,75.0,78290.79461874207,8445.0,30.0,215.0,,,345312.7753640486,,,1585.810335871199
"Naples, FL",2018-04-30,81.0,78620.95460998526,8686.0,32.0,183.0,,,345863.7265228372,,,1588.7504571120585
"Naples, FL",2018-05-31,88.0,79685.44674120046,8681.0,33.0,237.0,,,346929.16573019535,,,1584.1582161468004
"Naples, FL",2018-06-30,90.0,79809.20610571417,8241.0,33.0,247.0,,,347733.8267707429,,,1582.2271719728703
"Naples, FL",2018-07-31,94.0,79792.17321076871,7700.0,33.0,190.0,,,348967.6644008122,,,1575.3970164136451
"Naples, FL",2018-08-31,99.0,80113.23082095502,7270.0,33.0,205.0,,,350049.71534596203,,,1580.3685677503736
"Naples, FL",2018-09-30,103.0,80752.82871491868,6980.0,33.0,196.0,,,350878.5529597421,,,1588.9804766661669
"Naples, FL",2018-10-31,106.0,82189.6125010297,7038.0,32.0,216.0,,,351440.98577795597,,,1626.3140792094664
"Naples, FL",2018-11-30,107.0,82622.90064396482,7289.0,32.0,224.0,,,352566.3719181775,,,1651.255900492234
"Naples, FL",2018-12-31,109.0,81375.57177783003,7613.0,31.0,229.0,,,354286.6991796722,,,1683.8029419272068
"Naples, FL",2019-01-31,113.0,80585.39235988162,8124.0,31.0,170.0,,,355474.996017735,,,1671.547416040441
"Naples, FL",2019-02-28,116.0,80012.39017430844,8622.0,30.0,158.0,,,356009.2155066458,,,1663.5865458365215
"Naples, FL",2019-03-31,115.0,79228.78482446872,9161.0,30.0,251.0,,,355855.1075736321,,,1651.012975829328
"Naples, FL",2019-04-30,115.0,78280.5574039027,9234.0,31.0,190.0,,,355439.5687103851,,,1644.2687404828225
"Naples, FL",2019-05-31,118.0,77529.22986317985,8950.0,31.0,286.0,,,354252.6209723095,,,1628.771194515055
"Naples, FL",2019-06-30,121.0,75535.1100195632,8380.0,31.0,249.0,,,353274.6329988696,,,1607.7831175290185
"Naples, FL",2019-07-31,122.0,75118.03133756194,7774.0,33.0,269.0,,,352304.2266249896,,,1610.0600522383697
"Naples, FL",2019-08-31,122.0,74235.97973283195,7278.0,35.0,209.0,,,352216.736166896,,,1641.350454948158
"Naples, FL",2019-09-30,126.0,74264.0237609496,6992.0,35.0,207.0,,,352295.55617827683,,,1656.4656960216998
"Naples, FL",2019-10-31,124.0,74994.61169865205,6996.0,34.0,227.0,,,352926.2821953005,,,1692.12454451446
"Naples, FL",2019-11-30,123.0,75349.20768482509,7178.0,34.0,222.0,,,354115.41124565736,,,1694.6766123673556
"Naples, FL",2019-12-31,123.0,75936.25821286681,7340.0,34.0,306.0,,,355912.1231457584,,,1731.6118649562318
"Naples, FL",2020-01-31,124.0,75571.0536287006,7619.0,34.0,237.0,,,357775.4170387064,,,1727.7853924968788
"Naples, FL",2020-02-29,124.0,74875.06702453828,7863.0,33.0,218.0,,,359072.65605569823,,,1733.4863664813042
"Naples, FL",2020-03-31,117.0,74912.9466296254,8030.0,32.0,293.0,,,359353.98859646247,,,1696.194392957639
"Naples, FL",2020-04-30,116.0,74007.73681668087,7704.0,35.0,215.0,,,358965.6644350132,,,1666.9404861747128
"Naples, FL",2020-05-31,117.0,73368.08121406706,7404.0,38.0,226.0,,,357546.84403074067,,,1647.0684093369666
"Naples, FL",2020-06-30,119.0,72750.42453856293,7128.0,41.0,278.0,,,356096.23293793766,,,1647.1511440172308
"Naples, FL",2020-07-31,120.0,71800.65679338068,6929.0,43.0,275.0,,,355592.57019310625,,,1659.6251430128482
"Naples, FL",2020-08-31,115.0,71569.20727522249,6582.0,44.0,345.0,,,357055.2331134167,,,1680.0118796393497
"Naples, FL",2020-09-30,114.0,71886.81305589237,6210.0,44.0,256.0,,,360388.2254633776,,,1711.2119765131672
"Naples, FL",2020-10-31,109.0,72306.04713572211,5936.0,45.0,267.0,,,364714.49542514567,,,1756.5363884278086
"Naples, FL",2020-11-30,104.0,72788.85032975019,5660.0,46.0,231.0,,,369912.8998406274,,,1785.263685044289
"Naples, FL",2020-12-31,95.0,73205.91222366753,5390.0,50.0,287.0,,,375228.2697431019,,,1814.1479588046454
"Naples, FL",2021-01-31,89.0,72556.0477440241,5217.0,57.0,156.0,,,380340.18152115465,,,1798.2886586966765
"Naples, FL",2021-02-28,83.0,73810.96065898941,4799.0,65.0,216.0,,,384841.11725522805,,,1801.0793963651402
"Naples, FL",2021-03-31,,76420.89089013162,4355.0,71.0,305.0,,,389429.64502745913,,,1804.7713179919056
"Naples, FL",2021-04-30,,77343.07853830054,3645.0,75.0,230.0,,,395560.3832692534,,,1847.3527379100383
"Naples, FL",2021-05-31,,78240.56583037708,3167.0,75.0,248.0,,,404586.76282862434,,,1875.993362961145
"Naples, FL",2021-06-30,,80470.4742949917,2753.0,71.0,265.0,,,416953.5112509841,,,1918.554868780482
"Naples, FL",2021-07-31,24.0,82095.38722869378,2557.0,68.0,205.0,,,430765.12110866356,,,1985.7591816238498
"Naples, FL",2021-08-31,24.0,84304.73044263425,2437.0,67.0,203.0,,,444483.23461614776,,,2082.8265884536413
"Naples, FL",2021-09-30,24.0,86974.69269866818,2345.0,67.0,198.0,,,457171.4123793315,,,2185.026675988148
"Naples, FL",2021-10-31,25.0,90598.20734216472,2287.0,69.0,201.0,,,470053.98598800733,,,2260.912349721264
"Naples, FL",2021-11-30,24.0,92938.38616592516,2214.0,73.0,211.0,,,483147.06014130666,,,2350.5387944720546
"Naples, FL",2021-12-31,26.0,95475.15523435255,2112.0,80.0,275.0,,,495861.9871793158,,,2407.6024988566846
"Naples, FL",2022-01-31,26.0,99378.51496105605,2084.0,87.0,196.0,,,510121.2681329101,,,2468.7758033210234
"Naples, FL",2022-02-28,25.0,105261.5372834131,2109.0,85.0,168.0,,,526025.703379142,,,2465.969260504084
"Naples, FL",2022-03-31,22.0,112993.49427467125,2366.0,75.0,244.0,,,545474.2985293316,,,2485.590349508286
"Naples, FL",2022-04-30,18.0,125803.37485032286,2586.0,64.0,186.0,,,566367.0132294325,,,2496.5203532426517
"Naples, FL",2022-05-31,18.0,132805.09122855187,2874.0,54.0,211.0,,,586197.7786879147,,,2544.0416117582154
"Naples, FL",2022-06-30,21.0,139838.84743972137,3046.0,46.0,202.0,,,602613.129917733,,,2547.501355125009
"Naples, FL",2022-07-31,26.0,140529.07697592844,3179.0,43.0,172.0,,,611483.3981983458,,,2540.9162697454517
"Naples, FL",2022-08-31,33.0,138926.99176086384,3251.0,42.0,189.0,,,614038.5610819318,,,2492.725580255178
"Naples, FL",2022-09-30,40.0,149509.93445955,3164.0,41.0,144.0,,,611242.9288869947,,,2511.9512700916557
"Naples, FL",2022-10-31,47.0,159125.44375136195,3118.0,40.0,177.0,,,608436.8063416103,,,2558.5652518903903
"Naples, FL",2022-11-30,51.0,157593.22458577686,3092.0,39.0,159.0,,,606530.399254468,,,2660.819961772353
"Naples, FL",2022-12-31,53.0,152006.12400558882,3211.0,41.0,214.0,,,606084.1903386448,,,2718.1905272339973
"Naples, FL",2023-01-31,53.0,151592.59363432313,3464.0,43.0,133.0,,,604960.1465803579,,,2714.6203872804654
"Naples, FL",2023-02-28,54.0,151366.04947099797,3750.0,42.0,164.0,,,604107.607326773,,,2675.1953368638374
"Naples, FL",2023-03-31,54.0,155007.3089543361,4080.0,39.0,246.0,,,603495.0984068451,,,2653.5100503335784
"Naples, FL",2023-04-30,55.0,152754.81361218312,4169.0,38.0,203.0,,,604061.9679377492,,,2641.027346572141
"Naples, FL",2023-05-31,55.0,154270.87021022532,4128.0,37.0,230.0,,,605352.1687970589,,,2620.7054964350596
"Naples, FL",2023-06-30,56.0,158611.750266985,3941.0,37.0,199.0,,,607331.9315900425,,,2611.386260168613
"Naples, FL",2023-07-31,58.0,160784.02290255282,3744.0,38.0,154.0,,,608861.0951186728,,,2617.805176542159
"Naples, FL",2023-08-31,61.0,164386.90103314552,3607.0,38.0,196.0,,,610468.1865308174,,,2637.6404215937882
"Naples, FL",2023-09-30,65.0,166580.59738959032,3558.0,38.0,128.0,,,611802.9145076995,,,2660.3504877496644
"Naples, FL",2023-10-31,65.0,172873.8748865204,3730.0,36.0,159.0,,,613764.0031984389,,,2709.1717411593127
"Naples, FL",2023-11-30,65.0,171117.91803120633,4071.0,35.0,161.0,,,615595.0160918412,,,2723.4115868660238
"Naples, FL",2023-12-31,66.0,163351.93954169156,4467.0,34.0,182.0,,,617243.6367319048,,,2754.089717623527
"Naples, FL",2024-01-31,68.0,163181.40491934278,5075.0,34.0,95.0,,,618967.7784496882,,,2723.0457232585222
"Naples, FL",2024-02-29,70.0,165397.03840241345,5809.0,32.0,119.0,,,620415.0659926286,,,2703.329807368423
"Naples, FL",2024-03-31,70.0,166383.54252101033,6543.0,30.0,129.0,,,621623.1489151118,,,2650.6028362847496
"Naples, FL",2024-04-30,73.0,168766.962355955,6863.0,29.0,123.0,,,621045.4683971496,,,2629.384659909772
"Naples, FL",2024-05-31,78.0,169163.1652163247,6825.0,28.0,137.0,,,618837.2550414024,,,2626.6235057334134
"Naples, FL",2024-06-30,86.0,166143.5915468179,6551.0,29.0,96.0,,,614287.8986035202,,,2620.7055923361586
"Naples, FL",2024-07-31,93.0,164081.3102315262,6168.0,30.0,82.0,,,609559.222979485,,,2634.8417087615812
"Naples, FL",2024-08-31,96.0,158560.23211568693,5763.0,31.0,85.0,,,605283.9719619541,,,2649.8044233034016
"Naples, FL",2024-09-30,102.0,154432.17775356016,5497.0,31.0,97.0,,,602409.803199186,,,2651.4703087396256
"Naples, FL",2024-10-31,101.0,156980.9364167319,5467.0,30.0,95.0,,,600003.6727291382,,,2670.1949863625805
"Naples, FL",2024-11-30,100.0,161138.96868568717,5807.0,31.0,71.0,,,597445.3496703781,,,2680.2042071966625
"Naples, FL",2024-12-31,99.0,159326.4417030377,6300.0,30.0,76.0,,,594601.174108719,,,2702.677936611957
"Naples, FL",2025-01-31,100.0,161697.09703537964,7164.0,29.0,68.0,,,591737.4079396304,,,2672.6806110609555
"Naples, FL",2025-02-28,104.0,159472.17560852022,7954.0,27.0,68.0,,,588566.135131578,,,2655.1674787477305
"Naples, FL",2025-03-31,103.0,156250.21791805307,8775.0,26.0,89.0,,,584867.1899612678,,,2636.3656186559388
"Naples, FL",2025-04-30,105.0,156165.6273240641,9100.0,25.0,97.0,,,580684.8452134518,,,2640.6507916326095
"Naples, FL",2025-05-31,108.0,156179.0303751679,9001.0,26.0,99.0,,,576120.9439277375,,,2619.452357825649
"Naples, FL",2025-06-30,115.0,154937.96256146883,8444.0,27.0,90.0,,,571001.3762035677,,,2611.780027287696
"Naples, FL",2025-07-31,123.0,152318.95148405817,7702.0,28.0,93.0,,,564977.625321763,,,2592.6620476865032
"Naples, FL",2025-08-31,131.0,149405.59629507482,6984.0,29.0,63.0,,,559403.4375887595,,,2585.403244291486
"Naples, FL",2025-09-30,133.0,146270.2419099336,6475.0,31.0,65.0,,,555323.817386889,,,2584.095483558433
"Naples, FL",2025-10-31,130.0,144605.37384550707,6377.0,31.0,90.0,,,553067.3011631089,,,2604.618511141492
"Naples, FL",2025-11-30,123.0,144151.04263807595,6603.0,31.0,64.0,,,551920.0013471404,,,2630.6107329283536
"Naples, FL",2025-12-31,118.0,143462.26749951948,6910.0,30.0,108.0,,,551306.3320463222,,,2651.18054599989
"Naples, FL",2026-01-31,115.0,142433.50367679232,7320.0,30.0,,,,551179.5046599847,,,2653.995000886843
"Naples, FL",2026-02-28,,,,,,,0.0,,,,
"Naples, FL",2026-04-30,,,,,,,0.1,,,,
"Naples, FL",2027-01-31,,,,,,,1.9,,,,
"North Port, FL",2000-01-31,,,,,,,,131814.57918671973,,,
"North Port, FL",2000-02-29,,,,,,,,132119.5267924306,,,
"North Port, FL",2000-03-31,,,,,,,,132477.5637325608,,,
"North Port, FL",2000-04-30,,,,,,,,133322.48326477656,,,
"North Port, FL",2000-05-31,,,,,,,,134095.4649867549,,,
"North Port, FL",2000-06-30,,,,,,,,134763.8521279041,,,
"North Port, FL",2000-07-31,,,,,,,,135383.22545660345,,,
"North Port, FL",2000-08-31,,,,,,,,136199.50232294874,,,
"North Port, FL",2000-09-30,,,,,,,,137140.92644796384,,,
"North Port, FL",2000-10-31,,,,,,,,138048.60231373625,,,
"North Port, FL",2000-11-30,,,,,,,,138870.16322797086,,,
"North Port, FL",2000-12-31,,,,,,,,139744.1901153632,,,
"North Port, FL",2001-01-31,,,,,,,,140610.20082382555,,,
"North Port, FL",2001-02-28,,,,,,,,141561.79764006427,,,
"North Port, FL",2001-03-31,,,,,,,,142622.50657846685,,,
"North Port, FL",2001-04-30,,,,,,,,143772.08830669196,,,
"North Port, FL",2001-05-31,,,,,,,,145019.24339885786,,,
"North Port, FL",2001-06-30,,,,,,,,146389.57743306912,,,
"North Port, FL",2001-07-31,,,,,,,,148007.0284141282,,,
"North Port, FL",2001-08-31,,,,,,,,149678.47563007087,,,
"North Port, FL",2001-09-30,,,,,,,,151299.64328471487,,,
"North Port, FL",2001-10-31,,,,,,,,152658.01717482627,,,
"North Port, FL",2001-11-30,,,,,,,,153840.6222486424,,,
"North Port, FL",2001-12-31,,,,,,,,155066.9174099946,,,
"North Port, FL",2002-01-31,,,,,,,,156371.1634644975,,,
"North Port, FL",2002-02-28,,,,,,,,157888.89791160042,,,
"North Port, FL",2002-03-31,,,,,,,,159208.45607994593,,,
"North Port, FL",2002-04-30,,,,,,,,160524.34001581237,,,
"North Port, FL",2002-05-31,,,,,,,,161821.1150626581,,,
"North Port, FL",2002-06-30,,,,,,,,163179.13743400748,,,
"North Port, FL",2002-07-31,,,,,,,,164485.1919403697,,,
"North Port, FL",2002-08-31,,,,,,,,165744.91409297122,,,
"North Port, FL",2002-09-30,,,,,,,,167064.6300453161,,,
"North Port, FL",2002-10-31,,,,,,,,168542.50917190066,,,
"North Port, FL",2002-11-30,,,,,,,,170097.895410998,,,
"North Port, FL",2002-12-31,,,,,,,,171867.97200908916,,,
"North Port, FL",2003-01-31,,,,,,,,173854.55095981408,,,
"North Port, FL",2003-02-28,,,,,,,,175892.40570873322,,,
"North Port, FL",2003-03-31,,,,,,,,177685.5678722174,,,
"North Port, FL",2003-04-30,,,,,,,,179272.96081957946,,,
"North Port, FL",2003-05-31,,,,,,,,180828.58096051376,,,
"North Port, FL",2003-06-30,,,,,,,,182369.5974232892,,,
"North Port, FL",2003-07-31,,,,,,,,183879.3416203066,,,
"North Port, FL",2003-08-31,,,,,,,,185553.0734164711,,,
"North Port, FL",2003-09-30,,,,,,,,187428.67282067577,,,
"North Port, FL",2003-10-31,,,,,,,,189360.79819204166,,,
"North Port, FL",2003-11-30,,,,,,,,191139.39318334663,,,
"North Port, FL",2003-12-31,,,,,,,,192860.3720862783,,,
"North Port, FL",2004-01-31,,,,,,,,194509.2993781725,,,
"North Port, FL",2004-02-29,,,,,,,,196231.1602223605,,,
"North Port, FL",2004-03-31,,,,,,,,198252.83692842533,,,
"North Port, FL",2004-04-30,,,,,,,,200657.24762576612,,,
"North Port, FL",2004-05-31,,,,,,,,203360.26114644614,,,
"North Port, FL",2004-06-30,,,,,,,,206312.02848275288,,,
"North Port, FL",2004-07-31,,,,,,,,209326.68718883523,,,
"North Port, FL",2004-08-31,,,,,,,,212769.99225897656,,,
"North Port, FL",2004-09-30,,,,,,,,216144.5388168066,,,
"North Port, FL",2004-10-31,,,,,,,,219772.59450958777,,,
"North Port, FL",2004-11-30,,,,,,,,223316.3742802372,,,
"North Port, FL",2004-12-31,,,,,,,,227044.19788692682,,,
"North Port, FL",2005-01-31,,,,,,,,230934.71975714355,,,
"North Port, FL",2005-02-28,,,,,,,,235162.3415167148,,,
"North Port, FL",2005-03-31,,,,,,,,240703.3118372436,,,
"North Port, FL",2005-04-30,,,,,,,,247158.17422952747,,,
"North Port, FL",2005-05-31,,,,,,,,254384.37229720017,,,
"North Port, FL",2005-06-30,,,,,,,,261972.28749606354,,,
"North Port, FL",2005-07-31,,,,,,,,269587.8715159549,,,
"North Port, FL",2005-08-31,,,,,,,,276833.434914445,,,
"North Port, FL",2005-09-30,,,,,,,,282986.90383573755,,,
"North Port, FL",2005-10-31,,,,,,,,288736.36947848013,,,
"North Port, FL",2005-11-30,,,,,,,,293594.1788778134,,,
"North Port, FL",2005-12-31,,,,,,,,298727.76287391735,,,
"North Port, FL",2006-01-31,,,,,,,,304144.02952529467,,,
"North Port, FL",2006-02-28,,,,,,,,308970.3137452382,,,
"North Port, FL",2006-03-31,,,,,,,,312345.664404427,,,
"North Port, FL",2006-04-30,,,,,,,,314988.97297108656,,,
"North Port, FL",2006-05-31,,,,,,,,318213.2168297085,,,
"North Port, FL",2006-06-30,,,,,,,,321670.43386761606,,,
"North Port, FL",2006-07-31,,,,,,,,323118.89932707004,,,
"North Port, FL",2006-08-31,,,,,,,,322728.18826233846,,,
"North Port, FL",2006-09-30,,,,,,,,320759.1281015301,,,
"North Port, FL",2006-10-31,,,,,,,,317973.2938870078,,,
"North Port, FL",2006-11-30,,,,,,,,314965.4020461356,,,
"North Port, FL",2006-12-31,,,,,,,,310795.75734415074,,,
"North Port, FL",2007-01-31,,,,,,,,306049.4790943738,,,
"North Port, FL",2007-02-28,,,,,,,,301448.7169430111,,,
"North Port, FL",2007-03-31,,,,,,,,297323.1370303898,,,
"North Port, FL",2007-04-30,,,,,,,,293401.2686079429,,,
"North Port, FL",2007-05-31,,,,,,,,288295.73435661657,,,
"North Port, FL",2007-06-30,,,,,,,,283123.6104365418,,,
"North Port, FL",2007-07-31,,,,,,,,278233.41904080607,,,
"North Port, FL",2007-08-31,,,,,,,,273331.93557081354,,,
"North Port, FL",2007-09-30,,,,,,,,268446.5279687038,,,
"North Port, FL",2007-10-31,,,,,,,,263589.89368443197,,,
"North Port, FL",2007-11-30,,,,,,,,259041.3057526638,,,
"North Port, FL",2007-12-31,,,,,,,,254483.00284522344,,,
"North Port, FL",2008-01-31,,,,,,,,249120.61909004961,,,
"North Port, FL",2008-02-29,,,,,,789.0,,244132.3807352831,,,
"North Port, FL",2008-03-31,,,,,,948.0,,239672.9553328843,,,
"North Port, FL",2008-04-30,,,,,,1076.0,,236193.87189321543,,,
"North Port, FL",2008-05-31,,,,,,1135.0,,232617.60887152483,,,
"North Port, FL",2008-06-30,,,,,,1048.0,,228408.8080977768,,,
"North Port, FL",2008-07-31,,,,,,1011.0,,224345.27212194525,,,
"North Port, FL",2008-08-31,,,,,,849.0,,220017.19124580777,,,
"North Port, FL",2008-09-30,,,,,,836.0,,215645.74286266917,,,
"North Port, FL",2008-10-31,,,,,,859.0,,210613.12143275782,,,
"North Port, FL",2008-11-30,,,,,,703.0,,206351.21826060745,,,
"North Port, FL",2008-12-31,,,,,,971.0,,202539.64057937884,,,
"North Port, FL",2009-01-31,,,,,,769.0,,199326.91809884753,,,
"North Port, FL",2009-02-28,,,,,,924.0,,195900.03967176468,,,
"North Port, FL",2009-03-31,,,,,,1175.0,,192328.80655962997,,,
"North Port, FL",2009-04-30,,,,,,1172.0,,188551.9501681237,,,
"North Port, FL",2009-05-31,,,,,,1176.0,,184942.32493991035,,,
"North Port, FL",2009-06-30,,,,,,1242.0,,181641.2680457163,,,
"North Port, FL",2009-07-31,,,,,,1188.0,,178843.88785438603,,,
"North Port, FL",2009-08-31,,,,,,1001.0,,176531.81693546905,,,
"North Port, FL",2009-09-30,,,,,,1079.0,,174848.7875761638,,,
"North Port, FL",2009-10-31,,,,,,1169.0,,174083.8890184134,,,
"North Port, FL",2009-11-30,,,,,,1120.0,,173662.80026457526,,,
"North Port, FL",2009-12-31,,,,,,1345.0,,173395.349340264,,,
"North Port, FL",2010-01-31,,,,,,969.0,,172676.09893038755,,,
"North Port, FL",2010-02-28,,,,,,1120.0,,172295.77437564154,,,
"North Port, FL",2010-03-31,,,,,,1567.0,,172239.0003503225,,,
"North Port, FL",2010-04-30,,,,,,1497.0,,172846.9433812405,,,
"North Port, FL",2010-05-31,,,,,,1541.0,,172878.47077623635,,,
"North Port, FL",2010-06-30,,,,,,1605.0,,172519.76199848356,,,
"North Port, FL",2010-07-31,,,,,,1092.0,,171761.64164094266,,,
"North Port, FL",2010-08-31,,,,,,1162.0,,171090.45809204466,,,
"North Port, FL",2010-09-30,,,,,,1134.0,,170249.46214847508,,,
"North Port, FL",2010-10-31,,,,,,1033.0,,169033.37730237484,,,
"North Port, FL",2010-11-30,,,,,,1081.0,,167367.94631355474,,,
"North Port, FL",2010-12-31,,,,,,1432.0,,166165.10047598596,,,
"North Port, FL",2011-01-31,,,,,,1093.0,,165209.91899733714,,,
"North Port, FL",2011-02-28,,,,,,1272.0,,164447.60624784546,,,
"North Port, FL",2011-03-31,,,,,,1689.0,,163227.6249440758,,,
"North Port, FL",2011-04-30,,,,,,1641.0,,161952.49210378833,,,
"North Port, FL",2011-05-31,,,,,,1665.0,,160808.55721242126,,,
"North Port, FL",2011-06-30,,,,,,1517.0,,159839.93152955847,,,
"North Port, FL",2011-07-31,,,,,,1280.0,,158710.10084066857,,,
"North Port, FL",2011-08-31,,,,,,1284.0,,157701.63318308198,,,
"North Port, FL",2011-09-30,,,,,,1226.0,,157057.32294598324,,,
